date,order_code,Face_Masks_Required_in_Public,Source_of_Action,Citation,COUNTYFP,1845,index,NEVER,RARELY,SOMETIMES,FREQUENTLY,ALWAYS
2021-03-05,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,79796,1775,0.02,0.014,0.053,0.151,0.762
2021-03-06,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,80008,1775,0.02,0.014,0.053,0.151,0.762
2021-03-07,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,80339,1775,0.02,0.014,0.053,0.151,0.762
2021-03-08,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,80605,1775,0.02,0.014,0.053,0.151,0.762
2021-03-09,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,81125,1775,0.02,0.014,0.053,0.151,0.762
2021-03-10,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,81535,1775,0.02,0.014,0.053,0.151,0.762
2021-03-11,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,82037,1775,0.02,0.014,0.053,0.151,0.762
2021-03-12,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,82488,1775,0.02,0.014,0.053,0.151,0.762
2021-03-13,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,82880,1775,0.02,0.014,0.053,0.151,0.762
2021-03-14,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,83263,1775,0.02,0.014,0.053,0.151,0.762
2021-03-15,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,83594,1775,0.02,0.014,0.053,0.151,0.762
2021-03-16,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,84076,1775,0.02,0.014,0.053,0.151,0.762
2021-03-17,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,84573,1775,0.02,0.014,0.053,0.151,0.762
2021-03-18,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,85044,1775,0.02,0.014,0.053,0.151,0.762
2021-03-19,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,85586,1775,0.02,0.014,0.053,0.151,0.762
2021-03-20,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,86106,1775,0.02,0.014,0.053,0.151,0.762
2021-03-21,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,86467,1775,0.02,0.014,0.053,0.151,0.762
2021-03-22,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,86830,1775,0.02,0.014,0.053,0.151,0.762
2021-03-23,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,87348,1775,0.02,0.014,0.053,0.151,0.762
2021-03-24,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,87799,1775,0.02,0.014,0.053,0.151,0.762
2021-03-25,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,88162,1775,0.02,0.014,0.053,0.151,0.762
2021-03-26,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,88904,1775,0.02,0.014,0.053,0.151,0.762
2021-03-27,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,89471,1775,0.02,0.014,0.053,0.151,0.762
2021-03-28,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,90006,1775,0.02,0.014,0.053,0.151,0.762
2021-03-29,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,90376,1775,0.02,0.014,0.053,0.151,0.762
2021-03-30,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,90918,1775,0.02,0.014,0.053,0.151,0.762
2021-03-31,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,91488,1775,0.02,0.014,0.053,0.151,0.762
2021-04-01,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,92021,1775,0.02,0.014,0.053,0.151,0.762
2021-04-02,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,92547,1775,0.02,0.014,0.053,0.151,0.762
2021-04-03,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,93058,1775,0.02,0.014,0.053,0.151,0.762
2021-04-04,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,93426,1775,0.02,0.014,0.053,0.151,0.762
2021-04-05,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,93767,1775,0.02,0.014,0.053,0.151,0.762
2021-04-06,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,94130,1775,0.02,0.014,0.053,0.151,0.762
2021-04-07,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,94657,1775,0.02,0.014,0.053,0.151,0.762
2021-04-08,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,95067,1775,0.02,0.014,0.053,0.151,0.762
2021-04-09,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,95466,1775,0.02,0.014,0.053,0.151,0.762
2021-04-10,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,95842,1775,0.02,0.014,0.053,0.151,0.762
2021-04-11,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,96164,1775,0.02,0.014,0.053,0.151,0.762
2021-04-12,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,96411,1775,0.02,0.014,0.053,0.151,0.762
2021-04-13,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,96748,1775,0.02,0.014,0.053,0.151,0.762
2021-04-14,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,97118,1775,0.02,0.014,0.053,0.151,0.762
2021-04-15,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,97483,1775,0.02,0.014,0.053,0.151,0.762
2021-04-16,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,97885,1775,0.02,0.014,0.053,0.151,0.762
2021-04-17,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,98258,1775,0.02,0.014,0.053,0.151,0.762
2021-04-18,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,98483,1775,0.02,0.014,0.053,0.151,0.762
2021-04-19,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,98660,1775,0.02,0.014,0.053,0.151,0.762
2021-04-20,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,98913,1775,0.02,0.014,0.053,0.151,0.762
2021-04-21,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,99235,1775,0.02,0.014,0.053,0.151,0.762
2021-04-22,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,99542,1775,0.02,0.014,0.053,0.151,0.762
2021-04-23,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,99780,1775,0.02,0.014,0.053,0.151,0.762
2021-04-24,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,100060,1775,0.02,0.014,0.053,0.151,0.762
2021-04-25,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,100210,1775,0.02,0.014,0.053,0.151,0.762
2021-04-26,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,100215,1775,0.02,0.014,0.053,0.151,0.762
2021-04-27,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,100407,1775,0.02,0.014,0.053,0.151,0.762
2021-04-28,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,100594,1775,0.02,0.014,0.053,0.151,0.762
2021-04-29,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,100826,1775,0.02,0.014,0.053,0.151,0.762
2021-04-30,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,100988,1775,0.02,0.014,0.053,0.151,0.762
2021-05-01,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,101120,1775,0.02,0.014,0.053,0.151,0.762
2021-05-02,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,101198,1775,0.02,0.014,0.053,0.151,0.762
2021-05-03,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,101287,1775,0.02,0.014,0.053,0.151,0.762
2021-05-04,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,101383,1775,0.02,0.014,0.053,0.151,0.762
2021-05-05,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,102678,1775,0.02,0.014,0.053,0.151,0.762
2021-05-06,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,103082,1775,0.02,0.014,0.053,0.151,0.762
2021-05-07,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,103164,1775,0.02,0.014,0.053,0.151,0.762
2021-05-08,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,103253,1775,0.02,0.014,0.053,0.151,0.762
2021-05-09,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,103314,1775,0.02,0.014,0.053,0.151,0.762
2021-05-10,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,103352,1775,0.02,0.014,0.053,0.151,0.762
2021-05-11,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,103408,1775,0.02,0.014,0.053,0.151,0.762
2021-05-12,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,103494,1775,0.02,0.014,0.053,0.151,0.762
2021-05-13,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,103542,1775,0.02,0.014,0.053,0.151,0.762
2021-05-14,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,103613,1775,0.02,0.014,0.053,0.151,0.762
2021-05-15,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,103703,1775,0.02,0.014,0.053,0.151,0.762
2021-05-16,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,103752,1775,0.02,0.014,0.053,0.151,0.762
2021-05-17,1,Yes,Official,"N.J. Exec. Order No. 241 (May 17, 2021)",34003,103797,1775,0.02,0.014,0.053,0.151,0.762
2021-05-18,1,Yes,Official,"N.J. Exec. Order No. 241 (May 17, 2021)",34003,103831,1775,0.02,0.014,0.053,0.151,0.762
2021-05-19,1,Yes,Official,"N.J. Exec. Order No. 241 (May 17, 2021)",34003,103872,1775,0.02,0.014,0.053,0.151,0.762
2021-05-20,1,Yes,Official,"N.J. Exec. Order No. 241 (May 17, 2021)",34003,103898,1775,0.02,0.014,0.053,0.151,0.762
2021-05-21,1,Yes,Official,"N.J. Exec. Order No. 241 (May 17, 2021)",34003,103965,1775,0.02,0.014,0.053,0.151,0.762
2021-05-22,1,Yes,Official,"N.J. Exec. Order No. 241 (May 17, 2021)",34003,103993,1775,0.02,0.014,0.053,0.151,0.762
2021-05-23,1,Yes,Official,"N.J. Exec. Order No. 241 (May 17, 2021)",34003,104022,1775,0.02,0.014,0.053,0.151,0.762
2021-05-24,1,Yes,Official,"N.J. Exec. Order No. 241 (May 17, 2021)",34003,104054,1775,0.02,0.014,0.053,0.151,0.762
2021-05-25,1,Yes,Official,"N.J. Exec. Order No. 241 (May 17, 2021)",34003,104101,1775,0.02,0.014,0.053,0.151,0.762
2021-05-26,1,Yes,Official,"N.J. Exec. Order No. 241 (May 17, 2021)",34003,104142,1775,0.02,0.014,0.053,0.151,0.762
2021-05-27,1,Yes,Official,"N.J. Exec. Order No. 241 (May 17, 2021)",34003,104177,1775,0.02,0.014,0.053,0.151,0.762
2021-05-28,2,Yes,Official,"N.J. Exec. Order No. 242 (May 24, 2021)",34003,104206,1775,0.02,0.014,0.053,0.151,0.762
2021-05-29,2,Yes,Official,"N.J. Exec. Order No. 242 (May 24, 2021)",34003,104225,1775,0.02,0.014,0.053,0.151,0.762
2021-05-30,2,Yes,Official,"N.J. Exec. Order No. 242 (May 24, 2021)",34003,104237,1775,0.02,0.014,0.053,0.151,0.762
2021-05-31,2,Yes,Official,"N.J. Exec. Order No. 242 (May 24, 2021)",34003,104255,1775,0.02,0.014,0.053,0.151,0.762
2021-06-01,2,Yes,Official,"N.J. Exec. Order No. 242 (May 24, 2021)",34003,104270,1775,0.02,0.014,0.053,0.151,0.762
2021-06-02,2,Yes,Official,"N.J. Exec. Order No. 242 (May 24, 2021)",34003,104287,1775,0.02,0.014,0.053,0.151,0.762
2021-06-03,2,Yes,Official,"N.J. Exec. Order No. 242 (May 24, 2021)",34003,104301,1775,0.02,0.014,0.053,0.151,0.762
2021-06-04,2,Yes,Official,"N.J. Exec. Order No. 242 (May 24, 2021)",34003,104315,1775,0.02,0.014,0.053,0.151,0.762
2021-06-05,2,Yes,Official,"N.J. Exec. Order No. 242 (May 24, 2021)",34003,104369,1775,0.02,0.014,0.053,0.151,0.762
2021-06-06,2,Yes,Official,"N.J. Exec. Order No. 242 (May 24, 2021)",34003,104391,1775,0.02,0.014,0.053,0.151,0.762
2021-06-07,2,Yes,Official,"N.J. Exec. Order No. 242 (May 24, 2021)",34003,104409,1775,0.02,0.014,0.053,0.151,0.762
2021-06-08,2,Yes,Official,"N.J. Exec. Order No. 242 (May 24, 2021)",34003,104427,1775,0.02,0.014,0.053,0.151,0.762
2021-06-09,2,Yes,Official,"N.J. Exec. Order No. 242 (May 24, 2021)",34003,104449,1775,0.02,0.014,0.053,0.151,0.762
2021-06-10,2,Yes,Official,"N.J. Exec. Order No. 242 (May 24, 2021)",34003,104476,1775,0.02,0.014,0.053,0.151,0.762
2021-06-11,2,Yes,Official,"N.J. Exec. Order No. 242 (May 24, 2021)",34003,104508,1775,0.02,0.014,0.053,0.151,0.762
2021-06-12,2,Yes,Official,"N.J. Exec. Order No. 242 (May 24, 2021)",34003,104508,1775,0.02,0.014,0.053,0.151,0.762
2021-06-13,2,Yes,Official,"N.J. Exec. Order No. 242 (May 24, 2021)",34003,104553,1775,0.02,0.014,0.053,0.151,0.762
2021-06-14,2,Yes,Official,"N.J. Exec. Order No. 242 (May 24, 2021)",34003,104574,1775,0.02,0.014,0.053,0.151,0.762
2021-06-15,2,Yes,Official,"N.J. Exec. Order No. 242 (May 24, 2021)",34003,104610,1775,0.02,0.014,0.053,0.151,0.762
2021-06-16,2,Yes,Official,"N.J. Exec. Order No. 242 (May 24, 2021)",34003,104634,1775,0.02,0.014,0.053,0.151,0.762
2021-06-17,2,Yes,Official,"N.J. Exec. Order No. 242 (May 24, 2021)",34003,104653,1775,0.02,0.014,0.053,0.151,0.762
2021-06-18,2,Yes,Official,"N.J. Exec. Order No. 242 (May 24, 2021)",34003,104680,1775,0.02,0.014,0.053,0.151,0.762
2021-06-19,2,Yes,Official,"N.J. Exec. Order No. 242 (May 24, 2021)",34003,104694,1775,0.02,0.014,0.053,0.151,0.762
2021-06-20,2,Yes,Official,"N.J. Exec. Order No. 242 (May 24, 2021)",34003,104711,1775,0.02,0.014,0.053,0.151,0.762
2021-06-21,2,Yes,Official,"N.J. Exec. Order No. 242 (May 24, 2021)",34003,104720,1775,0.02,0.014,0.053,0.151,0.762
2021-06-22,2,Yes,Official,"N.J. Exec. Order No. 242 (May 24, 2021)",34003,104751,1775,0.02,0.014,0.053,0.151,0.762
2021-06-23,2,Yes,Official,"N.J. Exec. Order No. 242 (May 24, 2021)",34003,104791,1775,0.02,0.014,0.053,0.151,0.762
2021-06-24,2,Yes,Official,"N.J. Exec. Order No. 242 (May 24, 2021)",34003,104835,1775,0.02,0.014,0.053,0.151,0.762
2021-06-25,2,Yes,Official,"N.J. Exec. Order No. 242 (May 24, 2021)",34003,104860,1775,0.02,0.014,0.053,0.151,0.762
2021-06-26,2,Yes,Official,"N.J. Exec. Order No. 242 (May 24, 2021)",34003,104885,1775,0.02,0.014,0.053,0.151,0.762
2021-06-27,2,Yes,Official,"N.J. Exec. Order No. 242 (May 24, 2021)",34003,104908,1775,0.02,0.014,0.053,0.151,0.762
2021-06-28,2,Yes,Official,"N.J. Exec. Order No. 242 (May 24, 2021)",34003,104921,1775,0.02,0.014,0.053,0.151,0.762
2021-06-29,2,Yes,Official,"N.J. Exec. Order No. 242 (May 24, 2021)",34003,104955,1775,0.02,0.014,0.053,0.151,0.762
2021-06-30,2,Yes,Official,"N.J. Exec. Order No. 242 (May 24, 2021)",34003,104996,1775,0.02,0.014,0.053,0.151,0.762
2021-07-01,2,Yes,Official,"N.J. Exec. Order No. 242 (May 24, 2021)",34003,105028,1775,0.02,0.014,0.053,0.151,0.762
2021-07-02,2,Yes,Official,"N.J. Exec. Order No. 242 (May 24, 2021)",34003,105056,1775,0.02,0.014,0.053,0.151,0.762
2021-07-03,2,Yes,Official,"N.J. Exec. Order No. 242 (May 24, 2021)",34003,105080,1775,0.02,0.014,0.053,0.151,0.762
2021-07-04,2,Yes,Official,"N.J. Exec. Order No. 242 (May 24, 2021)",34003,105086,1775,0.02,0.014,0.053,0.151,0.762
2021-07-05,2,Yes,Official,"N.J. Exec. Order No. 242 (May 24, 2021)",34003,105095,1775,0.02,0.014,0.053,0.151,0.762
2021-07-06,2,Yes,Official,"N.J. Exec. Order No. 242 (May 24, 2021)",34003,105108,1775,0.02,0.014,0.053,0.151,0.762
2021-07-07,2,Yes,Official,"N.J. Exec. Order No. 242 (May 24, 2021)",34003,105129,1775,0.02,0.014,0.053,0.151,0.762
2021-07-08,2,Yes,Official,"N.J. Exec. Order No. 242 (May 24, 2021)",34003,105159,1775,0.02,0.014,0.053,0.151,0.762
2021-07-09,2,Yes,Official,"N.J. Exec. Order No. 242 (May 24, 2021)",34003,105181,1775,0.02,0.014,0.053,0.151,0.762
2021-07-10,2,Yes,Official,"N.J. Exec. Order No. 242 (May 24, 2021)",34003,105203,1775,0.02,0.014,0.053,0.151,0.762
2021-07-11,2,Yes,Official,"N.J. Exec. Order No. 242 (May 24, 2021)",34003,105235,1775,0.02,0.014,0.053,0.151,0.762
2021-07-12,2,Yes,Official,"N.J. Exec. Order No. 242 (May 24, 2021)",34003,105249,1775,0.02,0.014,0.053,0.151,0.762
2021-07-13,2,Yes,Official,"N.J. Exec. Order No. 242 (May 24, 2021)",34003,105290,1775,0.02,0.014,0.053,0.151,0.762
2021-07-14,2,Yes,Official,"N.J. Exec. Order No. 242 (May 24, 2021)",34003,105338,1775,0.02,0.014,0.053,0.151,0.762
2021-07-15,2,Yes,Official,"N.J. Exec. Order No. 242 (May 24, 2021)",34003,105384,1775,0.02,0.014,0.053,0.151,0.762
2021-07-16,2,Yes,Official,"N.J. Exec. Order No. 242 (May 24, 2021)",34003,105434,1775,0.02,0.014,0.053,0.151,0.762
2021-07-17,2,Yes,Official,"N.J. Exec. Order No. 242 (May 24, 2021)",34003,105485,1775,0.02,0.014,0.053,0.151,0.762
2021-07-18,2,Yes,Official,"N.J. Exec. Order No. 242 (May 24, 2021)",34003,105517,1775,0.02,0.014,0.053,0.151,0.762
2021-07-19,2,Yes,Official,"N.J. Exec. Order No. 242 (May 24, 2021)",34003,105547,1775,0.02,0.014,0.053,0.151,0.762
2021-07-20,2,Yes,Official,"N.J. Exec. Order No. 242 (May 24, 2021)",34003,105595,1775,0.02,0.014,0.053,0.151,0.762
2021-07-21,2,Yes,Official,"N.J. Exec. Order No. 242 (May 24, 2021)",34003,105647,1775,0.02,0.014,0.053,0.151,0.762
2021-07-22,2,Yes,Official,"N.J. Exec. Order No. 242 (May 24, 2021)",34003,105735,1775,0.02,0.014,0.053,0.151,0.762
2021-07-23,2,Yes,Official,"N.J. Exec. Order No. 242 (May 24, 2021)",34003,105835,1775,0.02,0.014,0.053,0.151,0.762
2021-07-24,2,Yes,Official,"N.J. Exec. Order No. 242 (May 24, 2021)",34003,105922,1775,0.02,0.014,0.053,0.151,0.762
2021-07-25,2,Yes,Official,"N.J. Exec. Order No. 242 (May 24, 2021)",34003,105987,1775,0.02,0.014,0.053,0.151,0.762
2021-07-26,2,Yes,Official,"N.J. Exec. Order No. 242 (May 24, 2021)",34003,106059,1775,0.02,0.014,0.053,0.151,0.762
2021-07-27,2,Yes,Official,"N.J. Exec. Order No. 242 (May 24, 2021)",34003,106138,1775,0.02,0.014,0.053,0.151,0.762
2021-07-28,2,Yes,Official,"N.J. Exec. Order No. 242 (May 24, 2021)",34003,106239,1775,0.02,0.014,0.053,0.151,0.762
2021-07-29,2,Yes,Official,"N.J. Exec. Order No. 242 (May 24, 2021)",34003,106361,1775,0.02,0.014,0.053,0.151,0.762
2021-07-30,2,Yes,Official,"N.J. Exec. Order No. 242 (May 24, 2021)",34003,106473,1775,0.02,0.014,0.053,0.151,0.762
2021-07-31,2,Yes,Official,"N.J. Exec. Order No. 242 (May 24, 2021)",34003,106588,1775,0.02,0.014,0.053,0.151,0.762
2021-08-01,2,Yes,Official,"N.J. Exec. Order No. 242 (May 24, 2021)",34003,106692,1775,0.02,0.014,0.053,0.151,0.762
2021-08-02,2,Yes,Official,"N.J. Exec. Order No. 242 (May 24, 2021)",34003,106777,1775,0.02,0.014,0.053,0.151,0.762
2021-08-03,2,Yes,Official,"N.J. Exec. Order No. 242 (May 24, 2021)",34003,106906,1775,0.02,0.014,0.053,0.151,0.762
2021-08-04,2,Yes,Official,"N.J. Exec. Order No. 242 (May 24, 2021)",34003,107009,1775,0.02,0.014,0.053,0.151,0.762
2021-08-05,2,Yes,Official,"N.J. Exec. Order No. 242 (May 24, 2021)",34003,107133,1775,0.02,0.014,0.053,0.151,0.762
2021-08-06,2,Yes,Official,"N.J. Exec. Order No. 252 (Aug. 6, 2021)",34003,107269,1775,0.02,0.014,0.053,0.151,0.762
2021-08-07,2,Yes,Official,"N.J. Exec. Order No. 252 (Aug. 6, 2021)",34003,107380,1775,0.02,0.014,0.053,0.151,0.762
2021-08-08,2,Yes,Official,"N.J. Exec. Order No. 252 (Aug. 6, 2021)",34003,107471,1775,0.02,0.014,0.053,0.151,0.762
2021-08-09,2,Yes,Official,"N.J. Exec. Order No. 252 (Aug. 6, 2021)",34003,107533,1775,0.02,0.014,0.053,0.151,0.762
2021-08-10,2,Yes,Official,"N.J. Exec. Order No. 252 (Aug. 6, 2021)",34003,107723,1775,0.02,0.014,0.053,0.151,0.762
2021-08-11,2,Yes,Official,"N.J. Exec. Order No. 252 (Aug. 6, 2021)",34003,107878,1775,0.02,0.014,0.053,0.151,0.762
2021-08-12,2,Yes,Official,"N.J. Exec. Order No. 252 (Aug. 6, 2021)",34003,108073,1775,0.02,0.014,0.053,0.151,0.762
2021-08-13,2,Yes,Official,"N.J. Exec. Order No. 252 (Aug. 6, 2021)",34003,108214,1775,0.02,0.014,0.053,0.151,0.762
2021-08-14,2,Yes,Official,"N.J. Exec. Order No. 252 (Aug. 6, 2021)",34003,108434,1775,0.02,0.014,0.053,0.151,0.762
2021-08-15,2,Yes,Official,"N.J. Exec. Order No. 252 (Aug. 6, 2021)",34003,108442,1775,0.02,0.014,0.053,0.151,0.762
